file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
85cfcad90f807614ad57cc3cac68b7604427c728d7ef208d6683c33ea865344a,0.0,129.1958276643991,corpus,-54.64405476006192,-57.37611654668155,14.421482579373688,9.340620229170908
68269fcc99b9804460a5a529d039e15ccc442856f869a0fd6053ebf5f97a7c85,0.0,107.41551020408163,corpus,-55.27457061068702,-62.243081668090824,10.29586866430946,12.89270524974131
8aa27ea26171196a64433c62ef7d33cb95f5ed77b6b28a3bd97639d8257f30fb,0.0,43.46775510204082,corpus,-54.19214760179434,-57.05968539281325,9.699110976160844,15.347179514477757
346273100b3fcc1f4627891187828c2de7dcfe6b839f1f77c7452c20db806ff5,0.0,25.774149659863944,corpus,-58.6385634943733,-63.26309450096059,9.055742276467532,10.034908928441322
8afdc1612da9f9d7e11fc243295ea3703dc235cf3ce721b8ec24111668e7f9ba,0.0,25.820589569160997,corpus,-53.80200668086754,-54.72245863407993,8.658311855348131,17.291744452230688
153d584c303cda5d6fbcaa90eb84239ea70868a9b051f17fc0cfe5eb4990b72e,0.0,127.01315192743765,corpus,-59.94158924494134,-64.49725621386273,8.152560573400836,4.939958612376106
8c5c81d4e8afd3abcfaf0f516dcaa934b589a07d1ac52d80080d5afaa32cfe81,0.0,14.257052154195012,corpus,-56.39870047335204,-59.45027414957682,6.199440167550942,5.6640911463239
da03ec683c537d4a1839eef2e8e83aeb4fd920827eafd6e25bbfc1d011d85a6b,0.0,29.90730158730159,corpus,-57.131869567034435,-57.58293382837138,6.017408053473553,13.712021873817768
574878558a8e84bcfd8bcf01e8fc0c1147e41d025893d4ef0eff876ee8a8cef6,0.0,16.904126984126986,corpus,-57.2797013683432,-59.46385111953273,5.402099323206782,7.448485756466155
5e1ec185c5e8a96495f74c925d9354e56f9f3c4ef8aef0d676f5be99b6edfbf3,0.0,41.65659863945578,corpus,-55.42303018482957,-58.366499666307796,5.299171629054623,15.54231674871391
23a46613e16c1e22b58f0714e9300832baf0674209b091526990b8033ffdc062,0.0,56.33160997732426,corpus,-54.683072962897214,-57.506311459376896,4.613422529142296,14.85134379625633
c52df90f896a7cf2d0f9cdd7ab245865570bd82f383b3236daba79da3aced099,0.0,82.24507936507936,corpus,-54.87886018237082,-58.16527062875253,4.471090905355709,18.16973442140653
53682d9f7af5a2d963a935b4232cc563f8f7b992a2fef4802f8a62e9e90a931f,0.0,8.498503401360544,corpus,-55.15008272058824,-57.391003012657166,4.453438333157435,14.837708919908522
6782feb026d49cbf0d11b18b84af02b1f55732943777f44ea6f66d3d5eeb264a,0.0,9.427301587301587,corpus,-55.5614644088017,-56.95371211304956,4.453438333157435,12.366538645372318
3b56be1d5c4e9e35012c2449c4375210ad7231c12bc32049194048fa3e35d349,0.0,51.316099773242634,corpus,-57.64114867498051,-59.76052435850486,4.398891806878528,4.991424505116008
f5facaf45ab74c47f2cd3ba1d5eea5ebe3032e205232e27beb90a4f150b6a81a,0.0,24.56671201814059,corpus,-59.352869352869355,-65.31665669193974,4.368571998130846,6.281085191347506
2d972c8dcd03694787f0cd5628ccfb0506428112c5e64f84df75c2533391f0ca,0.0,16.486167800453515,corpus,-55.71047794117647,-55.455918645858766,4.190704960954005,15.370365402887892
1e4d8e31e47e87a583b571ea1035f57789f115c32a39d339a091349c7c7f2caa,0.0,25.820589569160997,corpus,-54.324699845081334,-56.72395724487305,4.087646356960387,15.55266796285475
e58d1e252a233c92a7324abfc24ac823d3cd005ba80bf0befaec8eb64e60ce6d,0.0,62.55455782312925,corpus,-52.920328737010394,-57.31002846920129,4.017751649202991,11.6616903534753
592d4559c3a942dd7b7e48ebc8b5b9ca23c3ba19af9a5b70a7b6a56cd149346b,0.0,12.399455782312925,corpus,-55.240625,-56.6352090309924,3.6181836871911406,17.799581439107424
dd34cbd38e3ca151ea56b593acbab7ecba95303d35bdce3ea7cd156086c09f6a,0.0,17.507845804988662,corpus,-56.34623518703598,-59.50493921133188,3.6102297572663993,19.14491704856064
208999c44dffd5962a299d99fc2041cf260db93b0712624b2199492f4883435a,0.0,27.631746031746033,corpus,-55.99949669743033,-58.58650779724121,3.605281747981913,15.580612576891898
07bf3c38fe886629e4fdf12e63e471b57ae05ef40e56bb9b16893d71e7794e14,0.0,10.588299319727891,corpus,-55.80061526203966,-57.79407046996441,3.4685070223033114,13.96195373462309
bd086afef5b40b6f18042a6cc7b5b0a9100e0862899fdeeb2092257ff6ade7e5,0.0,19.82984126984127,corpus,-56.66739157841654,-58.595903884039984,3.4685070223033114,12.34478463229621
22900bae06fd648cb561a0015c3d471295421af761d019392b6c2009ef2ee6d2,0.0,46.625668934240366,corpus,-54.4777939363071,-58.39030971932918,3.402419905600815,13.880534303229204
d5de169204a628c8c84d38e11fdc8501763afb62adf203da66426f2e3eec277d,0.0,54.89197278911565,corpus,-53.86697258152669,-57.1192257233659,3.346761927063754,16.980089790325422
279d82a965aa57ca4dec80f4bf63a76cb467c2a312134c108dd97f4c635ae914,0.0,24.752471655328797,corpus,-54.48096590909091,-56.08718242100307,3.3281616192538372,16.15347990024759
4fc852db33340531cfc65098fe42f9ee7827f38bbb6ca5955b101e6e8cc727e7,0.0,26.006349206349206,corpus,-55.03272178969627,-56.57459672694468,3.3049616810487303,16.334155633578714
285a6de21bf5f9c97fd9541560fa768331090ccd7183f9fe8f7f62cf58714bbe,0.0,7.012426303854875,corpus,-57.45004903708987,-58.76651484529737,3.3049440932180087,7.4864440736827
2dba7ccb79afe8b045b46adb53e0b6bc0da35bb272c55f37bfdb68623c1dbd06,0.0,5.479909297052155,corpus,-55.349980041058394,-57.884508514404295,3.2095381469961284,13.590459698639215
9c8f8ce188d6f9de7ac371d49f89adbfe409cbd3e4c14ce7fd2dbedcbe019809,0.0,12.445895691609977,corpus,-55.86346009036144,-58.446570604367366,3.1042145151208036,16.075226279147618
5ae1eb7e49e332921364ed31afd0e67601cdf7c346800b545ac3fe8f438bb979,0.0,19.922721088435374,corpus,-54.75716538027108,-56.706923892100654,3.0110504106915714,13.320256469114888
9289223991763aa463c616537a1bbaf6e55ed2e8c4224eaee1ef54c985f7b513,0.0,7.244625850340136,corpus,-54.622183615331494,-56.716345151265465,2.909242342486211,13.755934582272104
ecdfff36fa012a2ae34e2d60f09baf8f1079436007e74ef9b4d67f5144ce58db,0.0,6.965986394557823,corpus,-57.68611011477762,-60.13100302559989,2.6983394481349983,12.364790338313954
6dcf55dacac5ec77637f1c730d3ddf6ce83468e7ac713315c11422315826a4a0,0.0,11.19201814058957,corpus,-56.0885346849866,-57.30104995260433,2.6034201201110916,11.690158103437128
736123def0a2878d7eede76c11c986329ac467eb1d952b34f60c4ea576e6900d,0.0,16.532607709750568,corpus,-56.73643564730793,-58.04334408990268,2.559246952561729,11.460057513591055
4e6c7c7b7b15db4d9394500be62168c3c29ce9bd9422e2493ba4415d43c1396e,0.0,5.38702947845805,corpus,-57.00692833951763,-60.37154680490494,2.5276654336469733,13.612869860090532
83e857781467f213f7d67e7816ae83c011b34db167bd83d5a1b3e52b2db7a903,0.0,10.170340136054422,corpus,-57.21908800393314,-59.23426126664685,2.5276654336469733,15.29696413453401
e9e7a50a96afae07f5e8d551d0e5aa67facb23b466d7d8e00f53eb633566a0e6,0.0,4.365351473922902,corpus,-56.59437571510298,-57.06219804053213,2.414378891130087,13.257824568047981
3780f6e15daf7355071a405ce4f8b6c9bc16baa528be9e9c5617298899c66f48,0.0,7.383945578231293,corpus,-57.29713435806233,-58.34108137242934,2.392691272762673,13.966846193934087
f99984dcfea54b244bbf23349be3b50d7c5f86c777819b63c515dbb3888ca550,0.0,7.430385487528345,corpus,-55.65166554508748,-58.03451806023007,2.2962501013362706,13.818526068815727
e223d7a88b4c59642ff2b3b029d14e6c5c8bc6610136bb4695c6ea689f2e183d,0.0,3.3436734693877552,corpus,-54.48745087949102,-57.33244047164917,2.2949207761850503,18.630787222904623
c759926682bb93d468cf51a291dbf3bc39c9750141b3d23a5b3201720ff66c36,0.0,9.148662131519274,corpus,-56.37389856557377,-59.09152439662388,2.2300900728771156,17.164297698338633
d34ba4afc435982a5502fb70fdb3d1b859e3860742418ee0b85e699b013fe18c,0.0,18.436643990929706,corpus,-55.672201226952275,-56.96171077980003,2.0434332809132587,15.554981847328113
9ed6977ce51752c154794ede8d2c1f32cdf3e835bddacc22b6ace4379355d4ce,0.0,12.027936507936507,corpus,-56.33494389027432,-59.06666670905219,1.9873052277694412,14.17453117207687
9278399fedb086e3fd3a8b5eeb36d4844c8a272a5f8931be6c723e34920bb03c,0.0,7.430385487528345,corpus,-55.21874474259758,-58.033673361446084,1.657599154999329,13.839952096769858
edcf80e9fe5b92adabd52b3ab7f1a16e2aa46a0b66c8764ede25125e48c995b7,0.0,3.6687528344671203,corpus,-61.253278269754766,-52.33241869055706,1.1518631191064028,20.50409971765891
