file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
4951a52b98a2b8d604e1218296c7934d31e590c79a2d15ae5a0fa882749ca405,0.0,159.79972789115646,corpus,-56.53179755944931,-59.80132086045189,9.001404715904483,9.331759132458135
b43299fbabf4505a77e0ab1098f6ac6f652e774201abdcb2f755c88eb590dc88,0.0,123.06575963718821,corpus,-54.21750325018282,-57.09346643587438,8.977735793590124,15.74318959654193
9c18cf4bdbcaf427d0f4bf3861f0e09d98bda8f6d0d06a167f56fcab98beafa4,0.0,146.7501133786848,corpus,-55.940843270868825,-59.12827481179976,8.175329185713208,10.392261658227348
5b9c31d3497eabbfd89ebbac9cb512f9f6f3cbd932c72012664e882ebdfd8e31,0.0,25.031111111111112,corpus,-54.49902616859768,-58.23466416010781,7.639624879825546,17.89584437674103
49eac6a41351ddf0e87aac7fa50439511e7539af154fa6f2c134c41549da6df7,0.0,27.910385487528345,corpus,-53.52152566284486,-57.382792617797854,7.3483488299326405,17.824784900823285
fb8de077392b0680aac9809cc1fea1c89d56cf517a47c9bf441e80e9c96347af,0.0,19.644081632653062,corpus,-56.26564886710794,-58.840647498329915,5.874451050628437,18.238056662974138
337dfdcd4cebe7c3926ea1fa583ef07e45cae1a6751d2c2529f5fedc8f6a8552,0.0,79.64444444444445,corpus,-53.47283478779508,-57.198910122825986,5.697302069323822,14.120161660259088
1725801eb1ceda6d88f63240462736da97591fb17fa19683241be877c7fe1b18,0.0,91.34730158730159,corpus,-53.05764230979748,-56.892928864180675,5.459807685057365,20.31962233770226
5c2b640781751a36ba3021d1a684c9b66a11051e591d0a33d3cc08f2babdfb99,0.0,36.08380952380952,corpus,-54.58694654240576,-57.246726224710656,5.456080422781562,18.663887301265063
257c7b247e7cfc8c9cd7b7dfaaf5662b91f93c931592bd5589032553f71791cd,0.0,53.54521541950113,corpus,-53.600653594771245,-58.21576703990902,5.01795985908464,13.287843443661634
bd811931ce6bf2e32e111d61db21615149fd225ba3b09e3cf71e133c0acb8667,0.0,10.216780045351474,corpus,-56.826198630136986,-59.48922278362772,4.477558950213967,16.911715606521604
7d288512ffcc5f174e677f6b88be97a742805db7b5c9ab80ca861f52ec141225,0.0,64.59791383219955,corpus,-54.25069659442725,-57.80611959428929,4.472109755211368,15.967415704985887
cbd5c06e1887b7218b85e9b7c840e84ff0d8a1eb3e15a94a4ecf513b5bba32bb,0.0,14.814331065759637,corpus,-55.96806950540176,-59.636210150752504,4.434248732603148,16.998955949684866
18c971944f206ae3c12e43deec28d38566afcbad0dcac8f8e6375ffd326a61fe,0.0,10.681179138321996,corpus,-55.60997483614232,-57.492493795692376,4.415432445116875,14.377777134799368
11f575048d8ba9df7329aa5d7f5e2b1ea344ab70d248a7920bbf5b34ca4f5caa,0.0,21.176598639455783,corpus,-54.11040412535411,-57.761491775512695,4.16777263828465,14.948058333607344
b7823d897fcb6510b73f304c76d93024dd4dbfc511d6b8328adda4561b5c236a,0.0,9.241541950113378,corpus,-55.47756442775974,-58.40021293276832,4.130888091189893,15.791160593174455
9d5295a63ce1e4f51518f5f40dcc7a721ed3065ec14464a02ed4dc4c74efdb32,0.0,18.808163265306124,corpus,-52.76201571637427,-56.54000168311887,4.1263450638464825,16.483563432767543
ece961d1f9653e152e39c9db69de59bd63bafde20cbe20f69b4124107ff66050,0.0,16.16108843537415,corpus,-55.732213992883665,-57.97701074885226,3.965593426980858,10.639638081501595
eecb729c2f46f3767896a659733a2ed9ecd68cd0a4093b71bae3fd55fdfd9064,0.0,24.38095238095238,corpus,-54.825837007793275,-57.238207244873045,3.6977302721544483,10.829306894399837
5e0745d933fba2d48999ada02c47f6943c9f40d9d9c3ac4037074893f5a13b8b,0.0,29.53578231292517,corpus,-55.201866113744074,-58.00819309375904,3.528846036836231,16.62535381488376
f19a6d236e8032272f37f0372246bcc85eeffe6893bf0dac1102888bf76eef62,0.0,17.600725623582765,corpus,-54.98444158380682,-57.66215795629165,3.351562574993502,14.7523609851789
cb5352d81e61f77ddad6ccb89e3e292b67fc2272e9e24d375681ef9dc80cbead,0.0,45.27891156462585,corpus,-55.00511746356007,-57.85727852117505,3.3515498925634772,17.20099110821785
0db718ab808ead30c9f8613494d473a4f2a064877b72f75239c0b9e22268cb44,0.0,8.870022675736962,corpus,-56.947963641488165,-59.30624583915428,3.2226721114210224,14.426340003724839
288a26c19509a0e30a5a6d3a4d509b3a5e4a2207b1daed568c5cc2a0154f63a0,0.0,15.464489795918368,corpus,-55.37395900711513,-58.68164158425136,3.200927776102135,17.822705330018998
ebe611af1127f1ce8e7c8c6f32da494575fdc03e6b253b0e96eba32db52e859d,0.0,7.058866213151927,corpus,-54.05198189624646,-54.983948856951244,2.8049359416293314,16.2394620978201
58d93bfce32f9dc543a98d5ecfd7fa39b642ada96fed0a8516beb90f7b32f722,0.0,9.47374149659864,corpus,-54.52264140047519,-56.48135641701201,2.732806449701556,17.810255096048756
b87ff3c38f5eaad12dbc8a1efb9928136487322ce2965bca2a7bb27de5c36829,0.0,7.569705215419501,corpus,-56.441488812747686,-57.90003590706067,2.6275964022413025,11.752135180732068
867523b678f4207978ed996964722a1935e83de9d5f0f6514a45b5d919df08c4,0.0,18.390204081632653,corpus,-57.08882205002719,-59.956608221159506,2.413135238742338,16.020894127341073
9ae8e73d7c10564aaca2ae2d3c29be5ce17fbd322f68b9c90dd7555b375828ae,0.0,3.5294331065759637,corpus,-58.14798379957507,-59.73137302887746,2.0964111987819973,11.15492461983167
6b4874fefa46ebf8aea00ecf65bd22d8f82660508c758bab805a7b9ad46ec4ca,0.0,3.436553287981859,corpus,-56.75137400072674,-59.325453797976174,1.8759859289159684,16.554358667549245
8a1b813efc86d4b7ac7be0e09b79678a1b8a8cd065255226bc57192e12757b4b,0.0,5.433469387755102,corpus,-56.071880755064456,-55.089770647944235,1.7557324049483933,14.357049000409678
